,en,ru,pt-br,es-es,de,fr-fr,it,pl,zh-cn,jp,ko,,NOTES – use \n for newline,max length
fairmod_factorio_atomic-bomb,Atomic bomb,Атомная бомба,Bomba atômica,Bomba nuclear,Atombombe,Bombe atomique,Bomba atomica,Bomba atomowa,原子弹,原子爆弾,원자 폭탄,,
fairmod_factorio_automation-science-pack,Automation science pack,Автоматизационный исследовательский пакет,Pacote científico de automação,Paquete de ciencia de automatización,Wissenschaftspaket für Automatisierung,Pack de science d'automatisation,Pacco scientifico Automazione,Automatyzacyjny pakiet naukowy,机自科技包（红瓶）,自動化サイエンスパック,자동화 과학 팩,,
fairmod_factorio_barrel,Barrel,Бочка,Barril,Barril,Fass,Baril,Barile,Beczka,空桶,ドラム缶,배럴,,
fairmod_factorio_battery,Battery,Аккумулятор,Bateria,Batería,Batterie,Batterie,Batteria,Bateria,电池,電池,건전지,,
fairmod_factorio_belt-immunity-equipment,Belt immunity equipment,Оборудование для игнорирования конвейеров,Equipamento de imunidade de esteira,Equipamiento de inmunidad a cintas,Fließbandimmunitäts-Ausrüstung,Équipement d'immunité aux convoyeurs,Attrezzatura per l'immunità ai nastri trasportatori,Kompensator taśmociągowy,锚定模块,ベルト移動耐性装備,벨트 내성 장비,,
fairmod_factorio_blueprint,Blueprint,Чертёж,Projeto,Plano,Blaupause,Plan,Progetto,Schemat konstrukcyjny,蓝图（建设规划）,建設計画,설계도면,,
fairmod_factorio_blueprint-book,Blueprint book,Книга чертежей,Livro de projetos,Libro de planos,Blaupausenbuch,Livre de plans,Libro dei progetti,Książka schematów,蓝图簿,建設計画の本,설계도면 책자,,
fairmod_factorio_burner-generator,Burner generator,Твердотопливный генератор,Gerador a combustão,Generador a combustión,Befeuerter Generator,Générateur thermique,Generatore a combustione,Generator spalinowy,热能发电机,燃料式発電機,화력 발전기,,
fairmod_factorio_cannon-shell,Cannon shell,Пушечный снаряд,Balas de canhão,Proyectil de cañón,Kanonengeschoss,Obus,Proiettile per cannone,Nabój armatni,标准炮弹,砲弾,포탄,,
fairmod_factorio_chemical-science-pack,Chemical science pack,Химический исследовательский пакет,Pacote científico de química,Paquete de ciencia química,Wissenschaftspaket für Chemie,Pack de science chimique,Pacco scientifico Chimico,Chemiczny pakiet naukowy,化工科技包（蓝瓶）,化学サイエンスパック,화학 과학 팩,,
fairmod_factorio_cliff-explosives,Cliff explosives,Взрывчатка для скал,Explosivos de penhascos,Explosivos para acantilados,Klippensprengstoff,Explosifs de falaise,Esplosivo per colline,Środki strzałowe,悬崖炸药,崖用爆薬,절벽 폭발물,,
fairmod_factorio_cluster-grenade,Cluster grenade,Осколочная граната,Granada de feixe,Granada de racimo,Splittergranate,Grenade à fragmentation,Granata a grappolo,Granat kasetowy,集束手雷,クラスターグレネード,집속 수류탄,,
fairmod_factorio_coal,Coal,Уголь,Carvão,Carbón,Kohle,Charbon,Carbone,Węgiel,煤矿,石炭,석탄,,
fairmod_factorio_coin,Coin,Монета,Moeda,Moneda,Münze,Pièce de monnaie,Moneta,Moneta,金币,コイン,동전,,
fairmod_factorio_combat-shotgun,Combat shotgun,Боевой дробовик,Espingarda de combate,Escopeta de combate,Kampfschrotflinte,Fusil à pompe de combat,Fucile da combattimento,Strzelba bojowa,冲锋霰弹枪,コンバットショットガン,전투 산탄총,,
fairmod_factorio_concrete,Concrete,Бетон,Concreto,Hormigón,Beton,Béton,Cemento,Beton,标准混凝土,コンクリート,콘크리트,,
fairmod_factorio_copper-cable,Copper cable,Медный кабель,Cabo de cobre,Cable de cobre,Kupferkabel,Câble en cuivre,Cavo di rame,Miedziany drut,铜缆,銅線,구리 전선,,
fairmod_factorio_copper-ore,Copper ore,Медная руда,Minério de cobre,Mena de cobre,Kupfererz,Minerai de cuivre,Rame grezzo,Ruda miedzi,铜矿,銅鉱石,구리 광석,,
fairmod_factorio_copper-plate,Copper plate,Медная плита,Chapa de cobre,Placa de cobre,Kupferplatte,Plaque de cuivre,Piastra di rame,Miedziana płytka,铜板,銅板,구리 판,,
fairmod_factorio_copper-wire,Copper wire,Медный провод,Cabo de cobre,Cable de cobre,Stromkabel,Câble en cuivre,Filo di rame,Drut miedziany,铜线,銅ケーブル,구리 전선,,
fairmod_factorio_copy-paste-tool,Copy paste tool,Инструмент копирования,Ferramenta de copiar e colar,Herramienta de copiar y pegar,Kopieren-Einfügen-Werkzeug,Outil de copier-coller,Strumento Copia-Incolla,Narzędzie kopiuj-wklej,复制粘贴工具,コピー&ペーストツール,복사 붙여넣기 도구,,
fairmod_factorio_crude-oil-barrel,Crude oil barrel,Бочка нефти,Barril de petróleo bruto,Barril de petróleo crudo,Rohöl im Fass,Baril de pétrole brut,Barile di petrolio,Beczka ropy naftowej,原油桶,原油入りドラム缶,원유 배럴,,
fairmod_factorio_cut-paste-tool,Cut paste tool,Инструмент вырезания,Ferramenta de cortar e colar,Herramienta de cortar y pegar,Ausschneiden-Einfügen-Werkzeug,Outil de couper-coller,Strumento Taglia-Incolla,Narzędzie wytnij-wklej,剪切粘贴工具,カットペーストツール,잘라내고 붙여넣기 도구,,
fairmod_factorio_deconstruction-planner,Deconstruction planner,План сноса,Planejador de descontrução,Plano de desmantelamiento,Abrissplan,Planificateur de déconstruction,Pianificatore di demolizione,Schemat demontażowy,红图（拆除规划）,解体プランナー,해체 계획기,,
fairmod_factorio_defender-capsule,Defender capsule,Капсула с дронами-защитниками,Cápsula defensora,Cápsula de defensor,Verteidiger-Kapsel,Capsule de robot de défense,Drone da difesa,Kapsuła obronna,防御无人机胶囊,ディフェンダーカプセル,방어 로봇 캡슐,,
fairmod_factorio_depleted-uranium-fuel-cell,Depleted uranium fuel cell,Отработанный урановый топливный элемент,Célula de urânio vazia,Célula gastada de combustible de uranio,Verbrauchtes Uran-Brennelement,Barre d'uranium épuisée,Cella a combustibile di uranio consumata,Zużyte uranowe ogniwo paliwowe,贫铀燃料棒,使用済み燃料棒,사용된 우라늄 연료 전지,,
fairmod_factorio_destroyer-capsule,Destroyer capsule,Капсула с дронами-разрушителями,Cápsula destruidora,Cápsula de destructor,Zerstörer-Kapsel,Capsule de robot destructeur,Drone distruttore,Kapsuła niszczycieli,进攻无人机胶囊,デストロイヤーカプセル,파괴 로봇 캡슐,,
fairmod_factorio_discharge-defense-remote,Discharge defense remote,Пульт управления электроразрядной защитой,Defesa de descarga remota,Control remoto de defensa eléctrica,Fernbedienung für Entladungsverteidigung,Commande de la décharge électrique,Difesa a scarica elettrica a distanza,Kontroler obrony wyładowczej,放电防御遥控器,放電モジュール制御装置,방전 방어 장치 리모컨,,
fairmod_factorio_display-panel,Display panel,Дисплей,Painel de Exibição,Panel de visualización,Anzeigefeld,Panneau d'affichage,Pannello di visualizzazione,Wyświetlacz,显示器,ディスプレイパネル,디스플레이 패널,,
fairmod_factorio_distractor-capsule,Distractor capsule,Капсула с дронами-приманками,Cápsula de distração,Cápsula de distractor,Ablenker-Kapsel,Capsule de robot distracteur,Drone diversivo,Kapsuła prowokująca,掩护无人机胶囊,ディストラクターカプセル,견제 로봇 캡슐,,
fairmod_factorio_efficiency-module,Efficiency module,Модуль эффективности,Módulo de Eficiência,Módulo de eficiencia,Effizienzmodul,Module d'efficacité,Modulo di efficienza,Moduł wydajności,节能插件,エネルギー効率モジュール1,효율 모듈,,
fairmod_factorio_efficiency-module-2,Efficiency module 2,Модуль эффективности 2,Módulo de eficiência 2,Módulo de eficiencia 2,Effizienzmodul 2,Module d'efficacité 2,Modulo di efficienza 2,Moduł wydajności 2,节能插件 2,エネルギー効率モジュール2,효율 모듈 2,,
fairmod_factorio_efficiency-module-3,Efficiency module 3,Модуль эффективности 3,Módulo de eficiência 3,Módulo de eficiencia 3,Effizienzmodul 3,Module d'efficacité 3,Modulo di efficienza 3,Moduł wydajności 3,节能插件 3,エネルギー効率モジュール3,효율 모듈 3,,
fairmod_factorio_electric-energy-interface,Electric energy interface,Интерфейс электроэнергии,Interface da energia elétrica,Interfaz de energía eléctrica,Schnittstelle für elektrischen Strom,Interface de l’énergie électrique,Interfaccia dell'energia elettrica,Interfejs energetyczny,电力接口,電力インターフェイス,전기 에너지 인터페이스,,
fairmod_factorio_electric-engine-unit,Electric engine unit,Электродвигатель,Motor elétrico,Motor eléctrico,Elektromotor,Élément de moteur électrique,Motore elettrico,Silnik elektryczny,电动机,電気エンジンユニット,전기 엔진 유닛,,
fairmod_factorio_electronic-circuit,Electronic circuit,Электросхема,Circuito Eletrônico,Circuito electrónico,Elektronischer Schaltkreis,Circuit électronique,Circuito elettronico,Układ elektroniczny,电路板,電子基板,전자 회로,,
fairmod_factorio_empty-module-slot,Empty module slot,Пустая ячейка для модуля,Espaço de módulo vazio,Ranura de módulo vacía,Leerer Modulsteckplatz,Emplacement de module vide,Slot modulo vuoto,Puste gniazdo modułu,空插件槽位,空のモジュールスロット,빈 모듈 슬롯,,
fairmod_factorio_engine-unit,Engine unit,Твердотопливный двигатель,Motor,Motor,Motor,Élément de moteur,Motore,Silnik,内燃机,エンジンユニット,엔진 유닛,,
fairmod_factorio_explosive-cannon-shell,Explosive cannon shell,Разрывной пушечный снаряд,Bala de canhão explosiva,Proyectil explosivo de cañón,Explosives Kanonengeschoss,Obus explosif,Proiettile esplosivo per cannone,Wybuchowy nabój armatni,爆破炮弹,炸裂砲弾,폭발형 포탄,,
fairmod_factorio_explosive-rocket,Explosive rocket,Разрывная ракета,Míssil explosivo,Cohete explosivo,Explosive Rakete,Missile explosif,Missile esplosivo,Wybuchowy pocisk rakietowy,爆破火箭弹,炸裂ロケット弾,폭발형 로켓,,
fairmod_factorio_explosive-uranium-cannon-shell,Explosive uranium cannon shell,Разрывной урановый пушечный снаряд,Bala de canhão de urânio explosiva,Proyectil de cañón de uranio explosivo,Explosives uranversetztes Kanonengeschoss,Obus explosif à uranium,Proiettile esplosivo di uranio per cannone,Wybuchowy uranowy nabój armatni,爆破贫铀炮弹,炸裂ウラン砲弾,폭발형 우라늄 포탄,,
fairmod_factorio_explosives,Explosives,Взрывчатка,Explosivos,Explosivos,Sprengstoff,Explosifs,Esplosivi,Materiały wybuchowe,炸药,爆薬,폭발물,,
fairmod_factorio_filled-barrel,$1 barrel,$1 (бочка),Barril de $1,Barril de $1,$1 im Fass,Baril de $1,$1 barile,$1 w beczce,$1桶,$1入りドラム缶,$1 배럴,,
fairmod_factorio_firearm-magazine,Firearm magazine,Магазин с патронами,Munição de arma de fogo,Cargador de munición,Schusswaffen-Munition,Chargeur,Caricatore per armi da fuoco,Magazynek amunicji karabinowej,标准弹匣,通常弾薬,화기용 탄창,,
fairmod_factorio_flamethrower,Flamethrower,Огнемёт,Lança-chamas,Lanzallamas,Flammenwerfer,Lance-flammes,Lanciafiamme,Miotacz ognia,火焰喷射器,火炎放射器,화염 방사기,,
fairmod_factorio_flamethrower-ammo,Flamethrower ammo,Топливо для огнемёта,Munição de lança-chamas,Munición de lanzallamas,Brennstoff für Flammenwerfer,Munitions pour lance-flammes,Munizioni per il lanciafiamme,Napalm do miotacza ognia,油料储罐,火炎放射器用燃料,화염 방사기 탄약,,
fairmod_factorio_flamethrower-turret,Flamethrower turret,Огнемётная турель,Torre lança-chamas,Torreta Lanzallamas,Flammenwerfer-Geschützturm,Tourelle lance-flammes,Torretta lanciafiamme,Działo ogniowe,火焰炮塔,火炎放射タレット,화염 방사 포탑,,
fairmod_factorio_flying-robot-frame,Flying robot frame,Каркас дрона,Chassi de robô voador,Estructura de robot volador,Flugrobotergestell,Châssis de robot volant,Telaio di drone,Szkielet latającego robota,机器人构架,飛行用ロボットフレーム,비행 로봇 프레임,,
fairmod_factorio_green-wire,Green wire,Зелёный сигнальный провод,Fio verde,Cable verde,Grünes Signalkabel,Câble vert,Cavo verde,Zielony przewód,绿线,グリーンケーブル,초록색 전선,,
fairmod_factorio_grenade,Grenade,Граната,Granada,Granada,Granate,Grenade,Granata,Granat,标准手雷,グレネード,수류탄,,
fairmod_factorio_hazard-concrete,Hazard concrete,Бетон с разметкой опасности,Concreto com sinal de perigo,Hormigón con señal de peligro,Beton mit Warnmarkierung,Zone de danger en béton,Cemento con strisce di pericolo,Beton ostrzegawczy,标准混凝土（标识）,警戒色コンクリート,위험지역 콘크리트,,
fairmod_factorio_heat-interface,Heat interface,Тепловой интерфейс,Interface de calor,Interfaz de calor,Schnittstelle für Wärme,Interface de chaleur,Interfaccia di calore,Interfejs cieplny,热力接口,熱インターフェイス,열 인터페이스,,
fairmod_factorio_heavy-armor,Heavy armor,Тяжёлая броня,Armadura pesada,Armadura pesada,Schwere Rüstung,Armure lourde,Armatura pesante,Ciężki pancerz,重型装甲,ヘビーアーマー,헤비 아머,,
fairmod_factorio_infinity-chest,Infinity chest,Бесконечный сундук,Baú Infinito,Cofre Infinito,Unendlichkeitskiste,Coffre infini,Cassa infinita,Nieskończona skrzynia,永续箱,無限チェスト,무한 상자,,
fairmod_factorio_infinity-pipe,Infinity pipe,Бесконечная труба,Cano infinito,Tubería infinita,Unendlichkeitsrohr,Tuyau infini,Tubo infinito,Bezdenna rura,永续管,無限パイプ,무한 파이프,,
fairmod_factorio_iron-gear-wheel,Iron gear wheel,Железная шестерня,Engrenagem de ferro,Engranaje de hierro,Eisenzahnrad,Engrenage,Ingranaggio di ferro,Żelazne koło zębate,铁齿轮,鉄の歯車,철 톱니바퀴,,
fairmod_factorio_iron-ore,Iron ore,Железная руда,Minério de ferro,Mena de hierro,Eisenerz,Minerai de fer,Ferro grezzo,Ruda żelaza,铁矿,鉄鉱石,철 광석,,
fairmod_factorio_iron-plate,Iron plate,Железная плита,Chapa de Ferro,Placa de hierro,Eisenplatte,Plaque de fer,Piastra di ferro,Żelazna płytka,铁板,鉄板,철 판,,
fairmod_factorio_iron-stick,Iron stick,Железный прут,Bastão de ferro,Vara de hierro,Eisenstange,Barre de fer,Barra di ferro,Żelazny pręt,铁棒,鉄筋,철 막대기,,
fairmod_factorio_item-with-inventory,Item with inventory,Предмет с инвентарём,Item com inventário,Objeto con inventario,Gegenstand mit Inventar,Élément avec inventaire,Oggetto con inventario,Przedmiot z ekwipunkiem,带仓储的物品,インベントリを持つアイテム,인벤토리가 있는 아이템,,
fairmod_factorio_item-with-label,Item with label,Предмет с меткой,Item com etiqueta,Objeto con etiqueta,Gegenstand mit Bezeichnung,Élément avec un mot-clé,Oggetto con etichetta,Przedmiot z etykietą,带标识的物品,ラベル付きアイテム,레이블이 있는 아이템,,
fairmod_factorio_item-with-tags,Item with tags,Предмет с метками,Item com etiquetas,Ítem con tags,Gegenstand mit Markierungen,Élément avec balises,Elemento con etichetta,Przedmiot z tagami,带标签的物品,タグ付きアイテム,태그가 있는 아이템,,
fairmod_factorio_lab,Lab,Лаборатория,Laboratório,Laboratorio,Labor,Laboratoire,Laboratorio,Laboratorium,研究中心,研究所,연구소,,
fairmod_factorio_landfill,Landfill,Отсыпка территории,Aterro,Relleno de tierra,Landaufschüttung,Remblai,Riempimento,Kruszywo niwelacyjne,填埋材料,埋立地,매립,,
fairmod_factorio_laser-turret,Laser turret,Лазерная турель,Torre laser,Torreta láser,Laser-Geschützturm,Tourelle laser,Torretta laser,Działko laserowe,激光炮塔,レーザータレット,레이저 포탑,,
fairmod_factorio_light-armor,Light armor,Лёгкая броня,Armadura leve,Armadura ligera,Leichte Rüstung,Armure légère,Armatura leggera,Lekki pancerz,轻型装甲,ライトアーマー,라이트 아머,,
fairmod_factorio_linked-chest,Linked chest,Связанный сундук,Baú vinculado,Cofre vinculado,Verbundene Kiste,Coffre lié,Cassa collegata,Połączona skrzynia,关联箱,リンクされたチェスト,연결된 상자,,
fairmod_factorio_logistic-science-pack,Logistic science pack,Логистический исследовательский пакет,Pacote científico de logística,Paquete de ciencia logística,Wissenschaftspaket für Logistik,Pack de science logistique,Pacco scientifico Logistico,Logistyczny pakiet naukowy,物流科技包（绿瓶）,物流サイエンスパック,물류 과학 팩,,
fairmod_factorio_low-density-structure,Low density structure,Конструкция малой плотности,Estrutura de baixa densidade,Estructura de baja densidad,Leichtbauteil,Structure de faible densité,Struttura a bassa densità,Lekki kompozyt,轻质框架,軽量化素材,저밀도 구조물,,
fairmod_factorio_military-science-pack,Military science pack,Военный исследовательский пакет,Pacote científico militar,Paquete de ciencia militar,Wissenschaftspaket für Militär,Pack de science militaire,Pacco scientifico militare,Zbrojeniowy pakiet naukowy,军备科技包（灰瓶）,軍事サイエンスパック,군사 과학 팩,,
fairmod_factorio_modular-armor,Modular armor,Модульная броня,Armadura modular,Armadura modular,Modulare Rüstung,Armure modulaire,Armatura modulare,Pancerz modułowy,模块装甲,モジュラーアーマー,모듈형 아머,,
fairmod_factorio_nuclear-fuel,Nuclear fuel,Ядерное топливо,Combustível nuclear,Combustible nuclear,Uranversetzter Brennstoff,Combustible nucléaire,Combustibile nucleare,Paliwo jądrowe,核能燃料,核燃料,핵 연료,,
fairmod_factorio_piercing-rounds-magazine,Piercing rounds magazine,Магазин с бронебойными патронами,Cartucho de munição perfurante,Munición penetrante,Panzerbrechende Munition,Chargeur de munitions perforantes,Caricatore a penetrazione,Magazynek przebijającej amunicji karabinowej,穿甲弹匣,貫通弾薬,관통형 탄창,,
fairmod_factorio_piercing-shotgun-shell,Piercing shotgun shells,Бронебойные патроны для дробовика,Cartuchos perfurantes de espingarda,Cartuchos penetrantes de escopeta,Panzerbrechende Schrotpatronen,Cartouches perforantes,Cartucce perforanti per fucile,Przebijające naboje loftkowe,穿甲霰弹,貫通ショットガン弾薬,관통형 산탄총 탄약,,
fairmod_factorio_pistol,Pistol,Пистолет,Pistola,Pistola,Pistole,Pistolet,Pistola,Pistolet,手枪,ハンドガン,권총,,
fairmod_factorio_plastic-bar,Plastic bar,Пластмассовый брусок,Barra de plástico,Barra de plástico,Kunststoffstange,Barre de plastique,Barra di plastica,Plastik,塑料,プラスチック棒,플라스틱 막대,,
fairmod_factorio_poison-capsule,Poison capsule,Ядовитая капсула,Cápsula de veneno,Cápsula de veneno,Gift-Kapsel,Capsule de poison,Capsula di veleno,Kapsuła zatruwająca,剧毒胶囊,毒素カプセル,독 캡슐,,
fairmod_factorio_power-armor,Power armor,Силовая броня,Armadura de combate motorizada,Servo-armadura,Hochleistungsrüstung,Armure de puissance,Armatura potenziata,Pancerz wspomagany,能量装甲,パワーアーマー,파워 아머,,
fairmod_factorio_power-armor-mk2,Power armor MK2,Силовая броня МК2,Armadura de Combate Motorizada MK2,Servo-armadura MK2,Hochleistungsrüstung 2,Armure de puissance MK2,Armatura potenziata MK2,Pancerz wspomagany Wz. 2,能量装甲 MK2,パワーアーマーMK2,파워 아머 MK2,,
fairmod_factorio_processing-unit,Processing unit,Процессор,Unidade de processamento,Unidad de procesamiento,Mikroprozessor,Processeur,Processore,Układ procesorowy,处理器,制御基板,처리 유닛,,
fairmod_factorio_production-science-pack,Production science pack,Производственный исследовательский пакет,Pacote científico de produção,Paquete de ciencia de producción,Wissenschaftspaket für Produktion,Pack de science de production,Pacco scientifico da produzione,Produkcyjny pakiet naukowy,生产科技包（紫瓶）,製造サイエンスパック,생산 과학 팩,,
fairmod_factorio_productivity-module,Productivity module,Модуль продуктивности,Módulo de produtividade,Módulo de productividad,Produktivitätsmodul,Module de productivité,Modulo di produttività,Moduł produktywności,产能插件,生産性モジュール1,생산 모듈,,
fairmod_factorio_productivity-module-2,Productivity module 2,Модуль продуктивности 2,Módulo de produtividade 2,Módulo de productividad 2,Produktivitätsmodul 2,Module de productivité 2,Modulo di produttività 2,Moduł produktywności 2,产能插件 2,生産性モジュール2,생산 모듈 2,,
fairmod_factorio_productivity-module-3,Productivity module 3,Модуль продуктивности 3,Módulo de produtividade 3,Módulo de productividad 3,Produktivitätsmodul 3,Module de productivité 3,Modulo di produttività 3,Moduł produktywności 3,产能插件 3,生産性モジュール3,생산 모듈 3,,
fairmod_factorio_rail,Rail,Рельсы,Trilho,Vía,Gleis,Rail,Binario,Tor kolejowy,铁轨,レール,철도,,
fairmod_factorio_raw-fish,Raw fish,Сырая рыба,Peixe cru,Pescado crudo,Roher Fisch,Poisson cru,Pesce crudo,Surowa ryba,鲜鱼,生魚,생선,,
fairmod_factorio_red-wire,Red wire,Красный сигнальный провод,Fio vermelho,Cable rojo,Rotes Signalkabel,Câble rouge,Cavo rosso,Czerwony przewód,红线,レッドケーブル,빨간색 전선,,
fairmod_factorio_refined-concrete,Refined concrete,Железобетон,Concreto refinado,Hormigón refinado,Stahlbeton,Béton armé,Cemento armato,Żelazobeton,钢筋混凝土,鉄筋コンクリート,정제된 콘크리트,,
fairmod_factorio_refined-hazard-concrete,Refined hazard concrete,Железобетон с разметкой опасности,Concreto refinado com marca de perigo,Hormigón refinado con señal de peligro,Stahlbeton mit Warnmarkierung,Zone de danger en béton armé,Cemento armato con indicazioni di pericolo,Żelazobeton ostrzegawczy,钢筋混凝土（标识）,警戒色鉄筋コンクリート,정제된 위험지역 콘크리트,,
fairmod_factorio_repair-pack,Repair pack,Ремонтный комплект,Kit de reparo,Pack de reparación,Reparaturkit,Kit de réparation,Kit di riparazione,Zestaw naprawczy,修理包,リペアキット,복구 팩,,
fairmod_factorio_rocket,Rocket,Ракета,Míssil,Cohete,Rakete,Missile,Razzo,Pocisk rakietowy,火箭弹,ロケット弾,로켓,,
fairmod_factorio_rocket-fuel,Rocket fuel,Ракетное топливо,Combustível de foguete,Combustible de cohete,Raketenbrennstoff,Carburant pour fusée,Combustibile per razzi,Paliwo rakietowe,火箭燃料,ロケット燃料,로켓 연료,,
fairmod_factorio_rocket-launcher,Rocket launcher,Ракетница,Lança-foguetes,Lanzacohetes,Raketenwerfer,Lance-missiles,Lanciarazzi,Wyrzutnia rakiet,火箭筒,ロケットランチャー,로켓 발사기,,
fairmod_factorio_rocket-part,Rocket part,Деталь ракеты,Parte de foguete,Parte del cohete,Raketenbauteil,Partie de fusée,Parte del razzo,Części rakiety,火箭组件,ロケット部品,로켓 부품,,
fairmod_factorio_satellite,Satellite,Спутник,Satélite,Satélite,Satellit,Satellite,Satellite,Satelita,卫星,衛星,인공위성,,
fairmod_factorio_science,Science,Наука,Ciência,Ciencia,Forschungsfortschritt,Science,Scienza,Badania,科技,サイエンス,과학,,
fairmod_factorio_selection-tool,Selection tool,Инструмент выделения,Ferramenta de seleção,Herramienta de selección,Auswahlwerkzeug,Outil de sélection,Strumento di selezione,Narzędzie wyboru,选择工具,選択ツール,선택 도구,,
fairmod_factorio_shotgun,Shotgun,Дробовик,Espingarda,Escopeta,Schrotflinte,Fusil à pompe,Fucile,Strzelba,霰弹枪,ショットガン,산탄총,,
fairmod_factorio_shotgun-shell,Shotgun shells,Патроны для дробовика,Cartuchos de espingarda,Cartuchos de escopeta,Schrotpatronen,Cartouches,Cartucce per fucile,Naboje loftkowe,霰弹,ショットガン弾薬,산탄총 탄약,,
fairmod_factorio_simple-entity-with-force,Simple entity with force,Простой объект с командой,Entidade simples com força,Entidad simple con dueño. Usado en mods. Es objetivo militar.,Einfaches Objekt mit Partei,Entité simple avec une faction,Semplice entità di squadra,Prosty obiekt ze stroną konfliktu,阵营的简单实体,勢力に属するエンティティ,세력이 있는 단순한 개체,,
fairmod_factorio_simple-entity-with-owner,Simple entity with owner,Простой объект с владельцем,Entidade simples com dono,Entidad simple con dueño. Usado en mods. NO es objetivo militar.,Einfaches Objekt mit Besitzer,Entité simple avec un propriétaire,Entità semplice con proprietario,Prosty obiekt z właścicielem,个人的简单实体,所有者を持つエンティティ,소유자가 있는 단순한 개체,,
fairmod_factorio_slowdown-capsule,Slowdown capsule,Замедляющая капсула,Cápsula de desaceleração,Cápsula de ralentización,Verlangsamungs-Kapsel,Capsule de ralentissement,Capsula di rallentamento,Kapsuła spowalniająca,减速胶囊,粘着カプセル,감속 캡슐,,
fairmod_factorio_solar-panel,Solar panel,Солнечная батарея,Painel Solar,Panel solar,Solarpanel,Panneau solaire,Pannello fotovoltaico,Ogniwo słoneczne,太阳能板,ソーラーパネル,태양 전지판,,
fairmod_factorio_solid-fuel,Solid fuel,Твёрдое топливо,Combustível sólido,Combustible sólido,Festbrennstoff,Combustible solide,Combustibile solido,Paliwo stałe,固体燃料,固形燃料,고체 연료,,
fairmod_factorio_space-science-pack,Space science pack,Космический исследовательский пакет,Pacote científico espacial,Paquete de ciencia espacial,Wissenschaftspaket für Weltraumforschung,Pack de science spatiale,Pacco scientifico spaziale,Kosmiczny pakiet naukowy,太空科技包（白瓶）,スペースサイエンスパック,우주 과학 팩,,
fairmod_factorio_speed-module,Speed module,Модуль скорости,Módulo de velocidade,Módulo de velocidad,Tempomodul,Module de vitesse,Modulo di velocità,Moduł prędkości,速度插件,生産速度モジュール1,속도 모듈,,
fairmod_factorio_speed-module-2,Speed module 2,Модуль скорости 2,Módulo de velocidade 2,Módulo de velocidad 2,Tempomodul 2,Module de vitesse 2,Modulo di velocità 2,Moduł prędkości 2,速度插件 2,生産速度モジュール2,속도 모듈 2,,
fairmod_factorio_speed-module-3,Speed module 3,Модуль скорости 3,Módulo de velocidade 3,Módulo de velocidad 3,Tempomodul 3,Module de vitesse 3,Modulo di velocità 3,Moduł prędkości 3,速度插件 3,生産速度モジュール3,속도 모듈 3,,
fairmod_factorio_spidertron-remote,Spidertron remote,Пульт управления паукотроном,Controle remoto de Spidertron,Control remoto de la mecanoaraña,Fernsteuerung für Spidertron,Télécommande de Spidertron,Comando dello spidertron,Kontroler spidertrona,蜘蛛机甲遥控器,スパイダートロンリモコン,스파이더트론 조종 장치,,
fairmod_factorio_spidertron-rocket-launcher,Spidertron rocket launcher,Ракетница паукотрона,Lança-foguetes de Spidertron,Lanzacohetes de la mecanoaraña,Spidertron-Raketenwerfer,Lance-missiles de Spidertron,Lanciarazzi dello spidertron,Wyrzutnia rakiet spidertrona,蜘蛛机甲火箭筒,スパイダートロンロケットランチャー,스파이더트론 로켓 발사기,,
fairmod_factorio_steel-plate,Steel plate,Стальная балка,Viga de aço,Barra de acero,Stahlträger,Plaque d'acier,Piastra d’acciaio,Stalowa płytka,钢材,鋼材,강철 판,,
fairmod_factorio_stone,Stone,Камень,Pedra,Piedra,Stein,Pierre,Pietra,Kamień,石矿,石,돌,,
fairmod_factorio_stone-brick,Stone brick,Каменный блок,Tijolo de pedra,Ladrillo de piedra,Ziegelstein,Brique en pierre,Mattone di pietra,Kamienna cegła,石砖,石レンガ,벽돌,,
fairmod_factorio_submachine-gun,Submachine gun,Пистолет-пулемёт,Submetralhadora,Subfusil,Maschinenpistole,Fusil d'assaut,Mitragliatrice,Karabin półautomatyczny,冲锋枪,サブマシンガン,기관단총,,
fairmod_factorio_sulfur,Sulfur,Сера,Enxofre,Azufre,Schwefel,Soufre,Zolfo,Siarka,硫磺,硫黄,황,,
fairmod_factorio_tank-cannon,Tank cannon,Танковое орудие,Canhão para tanque,Cañón de tanque,Panzerkanone,Canon du tank,Cannone del carro armato,Armata czołgowa,坦克炮,戦車の大砲,탱크 대포,,
fairmod_factorio_tank-flamethrower,Vehicle flamethrower,Танковый огнемёт,Lança-chamas do veículo,Lanzallamas de tanque,Fahrzeug-Flammenwerfer,Lance-flamme du véhicule,Lanciafiamme del veicolo,Miotacz ognia pojazdu,车载喷火器,車載火炎放射器,차량용 화염 방사기,,
fairmod_factorio_tank-machine-gun,Vehicle machine gun,Бортовой пулемёт,Metralhadora do veículo,Ametralladora de tanque,Fahrzeug-Maschinengewehr,Mitrailleuse de véhicule,Mitragliatrice coassiale,Karabin maszynowy czołgu,车载机枪,車載機関銃,차량용 기관총,,
fairmod_factorio_upgrade-planner,Upgrade planner,План улучшения,Planejador de melhoria,Plano de mejora,Upgradeplan,Planificateur d'amélioration,Pianificatore di miglioramenti,Schemat ulepszeniowy,绿图（升级规划）,アップグレードプランナー,업그레이드 계획기,,
